,id,pre_pt_root_id,post_pt_root_id,size,ctr_pt_x,ctr_pt_y,ctr_pt_z,synapse_id,cell_type_pre
3341,219660102,864691136479499399,864691135490583527,3720,857.36,627.352,757.72,-219660102,Unknown
3342,222967721,864691135371701746,864691135490583527,15884,854.6080000000001,596.7280000000001,743.84,-222967721,Unknown
3343,233375555,864691135583310877,864691135490583527,3696,882.408,558.52,682.6,-233375555,Unknown
3344,236578900,864691135260785503,864691135490583527,904,885.816,587.448,646.96,-236578900,Unknown
3345,253875871,864691135308826964,864691135490583527,5808,934.168,561.888,687.92,-253875871,Unknown
3346,230014218,864691136463163015,864691135490583527,4724,868.328,570.064,743.12,-230014218,Unknown
3347,230150983,864691135508225220,864691135490583527,11604,868.712,500.464,628.6,-230150983,Unknown
3348,227647961,864691135905663966,864691135490583527,1476,880.9680000000001,385.864,699.12,-227647961,Unknown
3349,243471434,864691135941111668,864691135490583527,13592,905.892,568.5,698.72,-243471434,Unknown
3350,219750058,864691135172053885,864691135490583527,1708,860.76,612.064,759.48,-219750058,Unknown
3351,228732255,864691135451817665,864691135490583527,10236,874.208,395.336,700.12,-228732255,Unknown
3352,219660292,864691136435740295,864691135490583527,7204,858.116,628.592,759.04,-219660292,Unknown
3353,220144425,864691136478192775,864691135490583527,10272,857.712,635.7280000000001,767.0,-220144425,Unknown
3354,237658062,864691135582886130,864691135490583527,3548,885.424,589.944,726.6,-237658062,Unknown
3355,219681252,864691136464291719,864691135490583527,5748,865.488,604.72,756.6800000000001,-219681252,Unknown
3356,229251842,864691135735539201,864691135490583527,708,875.992,573.024,781.5600000000001,-229251842,Unknown
3357,240797536,864691133209068380,864691135490583527,10256,908.384,608.376,752.76,-240797536,Unknown
3358,237360310,864691135629290051,864691135490583527,7808,887.408,581.5120000000001,742.72,-237360310,Unknown
3359,229927816,864691135837208456,864691135490583527,1504,873.8480000000001,644.5840000000001,788.32,-229927816,Unknown
3360,243056713,864691135751406593,864691135490583527,2352,906.16,559.88,800.76,-243056713,Unknown
3361,221526529,864691135576248542,864691135490583527,18972,857.8960000000001,487.444,719.32,-221526529,Unknown
3362,209998487,864691135396730145,864691135490583527,6832,826.34,559.076,715.32,3320115,5P-IT
3363,244805583,864691135405773444,864691135490583527,7836,904.452,583.924,741.72,-244805583,Unknown
3364,229885680,864691135992143240,864691135490583527,8008,869.888,478.712,704.28,-229885680,Unknown
3365,240778379,864691135608103235,864691135490583527,2388,906.16,569.264,696.76,-240778379,Unknown
3366,240797667,864691135115651287,864691135490583527,1184,908.88,611.14,751.64,-240797667,Unknown
3367,226469634,864691134935885690,864691135490583527,8764,870.9200000000001,537.128,671.52,-226469634,Unknown
3368,244760309,864691135279666837,864691135490583527,6388,902.408,590.592,704.52,-244760309,Unknown
3369,219749957,864691135016115768,864691135490583527,3516,860.232,616.496,764.48,-219749957,Unknown
3370,237878202,864691134914467706,864691135490583527,10072,893.456,559.76,670.24,-237878202,Unknown
3371,244383477,864691135087452183,864691135490583527,4764,913.712,562.824,638.24,-244383477,Unknown
3372,195487008,864691135558789828,864691135490583527,1776,793.136,628.328,675.44,-195487008,Unknown
3373,229249386,864691136427202578,864691135490583527,8364,882.052,562.572,708.92,-229249386,Unknown
3374,243216908,864691136637149814,864691135490583527,3724,907.968,565.296,789.72,-243216908,Unknown
3375,226486422,864691135411364850,864691135490583527,11564,872.952,537.272,662.44,-226486422,Unknown
3376,240955992,864691136441481607,864691135490583527,1452,906.584,604.424,693.08,-240955992,Unknown
3377,264311609,864691136105731289,864691135490583527,9148,950.392,515.672,725.88,-264311609,Unknown
3378,222968101,864691136031715720,864691135490583527,1920,856.064,590.472,740.8000000000001,-222968101,Unknown
3379,219500812,864691135714566401,864691135490583527,2232,863.764,564.908,721.2,-219500812,Unknown
3380,236452486,864691135709183489,864691135490583527,10476,897.076,583.0840000000001,721.2,-236452486,Unknown
3381,198814234,864691135483158000,864691135490583527,4556,813.792,567.5840000000001,706.5600000000001,-198814234,Unknown
3382,237411626,864691135271251807,864691135490583527,9240,889.368,584.112,732.8000000000001,-237411626,Unknown
3383,243789590,864691136249076754,864691135490583527,8992,910.92,631.864,751.48,-243789590,Unknown
3384,257358441,864691135450529266,864691135490583527,3232,931.76,594.152,690.96,-257358441,Unknown
3385,226195080,864691135606023235,864691135490583527,552,876.296,517.952,624.28,-226195080,Unknown
3386,207966210,864691136719035758,864691135490583527,9124,825.344,561.936,682.36,-207966210,Unknown
3387,223082509,864691135453806891,864691135490583527,7088,863.624,421.144,698.88,-223082509,Unknown
3388,251660600,864691135609421831,864691135490583527,1548,920.864,570.152,725.88,-251660600,Unknown
3389,229586750,864691134717836628,864691135490583527,2520,880.744,593.8000000000001,633.5600000000001,-229586750,Unknown
3390,218884283,864691135435743336,864691135490583527,15240,863.72,424.824,701.24,-218884283,Unknown
3391,215768456,864691135447554546,864691135490583527,8104,835.672,561.576,715.2,-215768456,Unknown
3392,233558951,864691135519388100,864691135490583527,24704,897.552,591.336,740.92,-233558951,Unknown
3393,251525820,864691135291287703,864691135490583527,28572,915.4,625.48,672.04,-251525820,Unknown
3394,229248558,864691136441348999,864691135490583527,10684,876.508,559.796,708.88,-229248558,Unknown
3395,230881147,864691136702869110,864691135490583527,26632,870.808,489.08,704.84,-230881147,Unknown
3396,228711160,864691134930444470,864691135490583527,6500,880.136,520.936,664.5600000000001,-228711160,Unknown
3397,237362896,864691136437159047,864691135490583527,2936,895.5600000000001,583.936,738.6,-237362896,Unknown
3398,235807952,864691134928262582,864691135490583527,1772,894.992,526.032,688.92,-235807952,Unknown
3399,231237191,864691135581117213,864691135490583527,5052,879.44,555.088,681.64,-231237191,Unknown
3400,243997067,864691136424666386,864691135490583527,1356,901.504,517.24,682.64,-243997067,Unknown
3401,213319261,864691135443828722,864691135490583527,8892,841.04,630.944,775.76,-213319261,Unknown
3402,241665606,864691136906613614,864691135490583527,1572,914.472,629.8240000000001,659.6,-241665606,Unknown
3403,198929931,864691135529364830,864691135490583527,19280,813.312,565.664,671.44,-198929931,Unknown
3404,226471303,864691135990076040,864691135490583527,6412,877.664,552.912,674.44,-226471303,Unknown
3405,231338236,864691136011983752,864691135490583527,3668,880.504,546.74,709.16,-231338236,Unknown
3406,243216722,864691135646798659,864691135490583527,4764,907.144,562.928,796.5600000000001,-243216722,Unknown
3407,228716207,864691136031753608,864691135490583527,1008,876.976,533.808,649.2,-228716207,Unknown
3408,233375510,864691135578876227,864691135490583527,7804,882.336,569.48,683.44,-233375510,Unknown
3409,234675445,864691135538514628,864691135490583527,728,887.056,369.152,740.04,-234675445,Unknown
3410,228549216,864691135313561172,864691135490583527,9940,880.336,570.624,688.52,-228549216,Unknown
3411,231366366,864691135580932125,864691135490583527,8024,877.768,541.216,700.96,-231366366,Unknown
3412,254172836,864691136040502920,864691135490583527,6760,945.44,561.768,730.32,-254172836,Unknown
3413,240866842,864691135596031172,864691135490583527,14588,904.312,587.5360000000001,707.6800000000001,-240866842,Unknown
3414,226469799,864691135339939568,864691135490583527,2240,871.76,537.008,666.04,-226469799,Unknown
3415,260686544,864691136687773302,864691135490583527,1424,957.984,508.544,726.32,-260686544,Unknown
3416,235618525,864691134123449882,864691135490583527,584,888.096,548.192,756.24,-235618525,Unknown
3417,264844790,864691136702333550,864691135490583527,29516,950.312,570.792,684.5600000000001,-264844790,Unknown
3418,226593410,864691136906678638,864691135490583527,1724,873.964,571.164,761.52,-226593410,Unknown
3419,210000112,864691135159939335,864691135490583527,4536,832.7280000000001,560.816,711.88,-210000112,Unknown
3420,260998384,864691135633477699,864691135490583527,7180,951.536,596.16,727.96,-260998384,Unknown
3421,240955848,864691135115657943,864691135490583527,3144,905.944,602.272,695.44,-240955848,Unknown
3422,223411293,864691134306248479,864691135490583527,26680,859.856,489.64,717.04,-223411293,Unknown
3423,226471400,864691135580962589,864691135490583527,9748,878.16,548.808,672.64,-226471400,Unknown
3424,244345651,864691133684217306,864691135490583527,3664,912.744,539.664,719.84,-244345651,Unknown
3425,240867554,864691135279482773,864691135490583527,16052,907.536,587.616,705.8000000000001,-240867554,Unknown
3426,230014076,864691136276383762,864691135490583527,2620,867.6320000000001,571.568,745.64,-230014076,Unknown
3427,231395279,864691134717519444,864691135490583527,14936,879.128,596.956,735.48,-231395279,Unknown
3428,229586714,864691134718119252,864691135490583527,2060,880.5600000000001,594.696,630.32,-229586714,Unknown
3429,195487484,864691134991921952,864691135490583527,344,794.408,627.24,676.88,-195487484,Unknown
3430,237715882,864691134954198256,864691135490583527,18576,889.496,582.024,747.6,-237715882,Unknown
3431,240662625,864691136732631150,864691135490583527,4668,907.072,596.688,742.72,-240662625,Unknown
3432,240919319,864691136275729682,864691135490583527,16924,913.256,637.032,753.88,-240919319,Unknown
3433,219660107,864691135524410866,864691135490583527,2192,857.344,627.816,759.44,-219660107,Unknown
3434,235657145,864691135440815147,864691135490583527,5716,883.288,369.36,728.84,-235657145,Unknown
3435,237331641,864691135710835713,864691135490583527,1976,882.664,560.736,710.88,-237331641,Unknown
3436,236251004,864691135339558640,864691135490583527,7116,894.52,537.032,781.4,-236251004,Unknown
3437,240955809,864691135468148306,864691135490583527,10940,905.944,603.436,694.08,3320682,4P
3438,240868399,864691135294508116,864691135490583527,12140,908.808,586.232,708.6800000000001,-240868399,Unknown
3439,251875010,864691135674364612,864691135490583527,28252,916.72,580.016,750.04,-251875010,Unknown
