,id,pre_pt_root_id,post_pt_root_id,size,ctr_pt_x,ctr_pt_y,ctr_pt_z,synapse_id,cell_type_pre
23,433090402,864691135119324202,864691135358817112,212,1368.312,389.672,898.5600000000001,-433090402,Unknown
24,432657760,864691136528069885,864691135358817112,44696,1363.22,342.248,804.6,-432657760,Unknown
25,429357418,864691136535087357,864691135358817112,2996,1373.328,336.08,916.04,-429357418,Unknown
26,444619644,864691136325678684,864691135358817112,3704,1390.304,391.28,855.44,-444619644,Unknown
27,411986616,864691134312971563,864691135358817112,3032,1321.208,365.888,897.0,-411986616,Unknown
28,404908226,864691135199274771,864691135358817112,2376,1296.0,360.24,794.6800000000001,-404908226,Unknown
29,439158097,864691135650184419,864691135358817112,24632,1387.484,345.18,896.12,-439158097,Unknown
30,425319018,864691135801940472,864691135358817112,38712,1355.336,345.04,812.6,-425319018,Unknown
31,437298848,864691135622684131,864691135358817112,1516,1383.648,392.624,842.6,-437298848,Unknown
32,424774238,864691135574176866,864691135358817112,1896,1354.608,399.264,884.2,-424774238,Unknown
33,429375203,864691136329270108,864691135358817112,18404,1359.332,352.928,820.6,-429375203,Unknown
34,424307493,864691135648500670,864691135358817112,23952,1341.872,336.896,843.88,-424307493,Unknown
35,439722491,864691136333828444,864691135358817112,792,1386.824,344.656,901.88,-439722491,Unknown
36,431420236,864691135607051251,864691135358817112,3024,1359.8,419.648,799.28,-431420236,Unknown
37,417332116,864691135154782612,864691135358817112,10632,1333.184,365.624,786.6,-417332116,Unknown
38,430474219,864691135581114978,864691135358817112,3456,1360.928,396.888,935.0,-430474219,Unknown
39,439078992,864691134403752536,864691135358817112,5232,1382.892,386.784,862.0,-439078992,Unknown
40,427063284,864691135274311397,864691135358817112,1560,1342.368,384.528,869.4,5839674,23P
41,419803837,864691135056666080,864691135358817112,2720,1332.352,370.328,828.0,-419803837,Unknown
42,436560653,864691135593616942,864691135358817112,912,1330.544,396.224,863.8000000000001,-436560653,Unknown
43,416738352,864691135635456483,864691135358817112,24432,1336.424,362.768,749.72,-416738352,Unknown
44,407156918,864691135116740500,864691135358817112,2548,1304.624,373.76,756.52,-407156918,Unknown
45,424915196,864691136335214940,864691135358817112,4700,1347.78,353.248,844.08,-424915196,Unknown
46,409358596,864691135159446164,864691135358817112,34532,1323.592,373.144,807.96,-409358596,Unknown
47,417585394,864691135649428451,864691135358817112,4968,1324.6,376.568,777.52,-417585394,Unknown
48,425260157,864691135937738805,864691135358817112,3400,1353.432,390.432,809.16,-425260157,Unknown
49,439542630,864691135152501396,864691135358817112,800,1380.208,398.312,822.96,-439542630,Unknown
50,427065692,864691135179263892,864691135358817112,14112,1350.988,380.184,863.6,-427065692,Unknown
51,423619418,864691136329266524,864691135358817112,4788,1352.216,364.012,848.6800000000001,-423619418,Unknown
52,433947456,864691135120943146,864691135358817112,460,1366.12,379.936,862.52,-433947456,Unknown
53,429776556,864691135578386274,864691135358817112,3772,1360.896,389.448,880.24,-429776556,Unknown
54,425589790,864691135015174143,864691135358817112,6120,1355.424,412.672,809.76,-425589790,Unknown
55,434000668,864691136358617180,864691135358817112,1616,1360.944,388.4,879.36,-434000668,Unknown
56,425068279,864691135656807395,864691135358817112,15168,1351.896,425.392,841.64,-425068279,Unknown
57,423669506,864691135648911075,864691135358817112,50568,1346.892,375.08,873.16,-423669506,Unknown
58,409358751,864691136321487196,864691135358817112,3080,1323.952,373.168,813.8000000000001,-409358751,Unknown
59,427135596,864691135155187604,864691135358817112,1752,1355.536,379.292,858.5600000000001,-427135596,Unknown
60,438959889,864691135649335779,864691135358817112,4160,1384.256,386.984,858.4,-438959889,Unknown
61,433946742,864691135566130577,864691135358817112,2920,1363.396,379.788,859.96,-433946742,Unknown
62,440438952,864691135152869780,864691135358817112,196,1386.32,408.02,788.88,-440438952,Unknown
63,413347400,864691135598355502,864691135358817112,3600,1324.352,391.576,895.12,-413347400,Unknown
64,405124166,864691135241630649,864691135358817112,9564,1308.052,351.716,794.72,-405124166,Unknown
65,422912469,864691135729778836,864691135358817112,14660,1354.736,389.16,818.9200000000001,-422912469,Unknown
66,425259730,864691135573813858,864691135358817112,2028,1351.704,391.392,809.12,-425259730,Unknown
67,424307610,864691135333308089,864691135358817112,3064,1342.168,332.8,839.24,-424307610,Unknown
68,425068699,864691136307994716,864691135358817112,2220,1353.596,424.028,841.52,-425068699,Unknown
69,391850320,864691136543511714,864691135358817112,2816,1263.216,341.528,790.4,-391850320,Unknown
70,396107404,864691135605675491,864691135358817112,23896,1286.92,354.176,792.48,-396107404,Unknown
71,439157914,864691136333835356,864691135358817112,9764,1386.688,347.64,898.08,-439157914,Unknown
72,437744625,864691135654659299,864691135358817112,13800,1378.384,337.552,912.16,-437744625,Unknown
73,396102849,864691135568179954,864691135358817112,5424,1278.856,349.88800000000003,793.44,-396102849,Unknown
74,433948023,864691135650019811,864691135358817112,4408,1368.328,373.848,864.84,-433948023,Unknown
75,434139953,864691136224751806,864691135358817112,39640,1364.824,413.016,839.12,-434139953,Unknown
76,429732110,864691135046507085,864691135358817112,33708,1361.232,409.352,827.04,-429732110,Unknown
77,423441250,864691135671305443,864691135358817112,15452,1355.048,372.456,850.76,-423441250,Unknown
78,434324319,864691135581067106,864691135358817112,3288,1373.376,402.728,851.96,-434324319,Unknown
79,423670362,864691135666461411,864691135358817112,1096,1350.072,376.184,871.2,-423670362,Unknown
80,416197028,864691136685953089,864691135358817112,2340,1338.888,389.352,874.08,-416197028,Unknown
81,429850020,864691136211266005,864691135358817112,1020,1362.772,420.832,828.6800000000001,-429850020,Unknown
82,427064696,864691135466081476,864691135358817112,4736,1348.152,381.584,866.88,-427064696,Unknown
83,412921777,864691135468160708,864691135358817112,3584,1312.968,361.584,799.12,-412921777,Unknown
84,436561464,864691136685975361,864691135358817112,2236,1333.776,394.624,865.48,-436561464,Unknown
85,430258309,864691134666204266,864691135358817112,10776,1366.232,335.824,885.36,-430258309,Unknown
86,417331537,864691134457604981,864691135358817112,3924,1331.356,368.052,785.08,-417331537,Unknown
87,430459449,864691135588336882,864691135358817112,3648,1362.936,374.48,837.36,-430459449,Unknown
88,411987296,864691135174264468,864691135358817112,780,1323.792,370.472,892.64,-411987296,Unknown
89,417014242,864691136335546460,864691135358817112,30404,1337.704,376.144,879.28,-417014242,Unknown
90,427065471,864691136685975361,864691135358817112,22612,1350.472,381.296,865.24,-427065471,Unknown
91,433176022,864691135447147716,864691135358817112,1792,1367.248,392.232,905.16,-433176022,Unknown
92,454784642,864691135613284835,864691135358817112,4796,1408.832,385.424,853.32,-454784642,Unknown
93,431626838,864691135573835362,864691135358817112,3144,1359.176,390.312,830.76,-431626838,Unknown
94,441437322,864691135815564367,864691135358817112,2660,1381.488,411.096,783.16,-441437322,Unknown
95,424913567,864691135791912440,864691135358817112,13600,1341.72,344.576,843.88,-424913567,Unknown
96,432928089,864691135566357137,864691135358817112,1520,1362.872,377.544,839.04,-432928089,Unknown
97,391852020,864691134567441871,864691135358817112,3628,1269.6,346.688,795.44,-391852020,Unknown
98,430875976,864691134815043990,864691135358817112,11532,1371.576,365.632,871.2,-430875976,Unknown
99,440587590,864691134817601711,864691135358817112,6832,1376.844,353.676,887.16,-440587590,Unknown
100,425230659,864691135358817112,864691135358817112,184,1352.824,390.76,804.9200000000001,5840088,23P
101,395920583,864691134624713887,864691135358817112,2168,1283.04,370.08,736.24,-395920583,Unknown
102,431446364,864691135542271474,864691135358817112,548,1361.1,358.984,823.8000000000001,-431446364,Unknown
103,412924401,864691135159405460,864691135358817112,1756,1324.408,371.208,801.2,-412924401,Unknown
104,430237566,864691134070434599,864691135358817112,13776,1368.48,335.44,797.6,-430237566,Unknown
105,451665889,864691134917645147,864691135358817112,6492,1410.656,383.136,847.6,-451665889,Unknown
106,429547204,864691135475255627,864691135358817112,9428,1360.6,360.832,721.48,-429547204,Unknown
107,416952145,864691135311794361,864691135358817112,42800,1330.584,365.808,767.0,-416952145,Unknown
108,437859702,864691134820530607,864691135358817112,3300,1375.9,358.216,883.8000000000001,-437859702,Unknown
109,427065455,864691136682589505,864691135358817112,1176,1350.16,384.872,864.88,-427065455,Unknown
110,427066331,864691135033773389,864691135358817112,35752,1352.672,378.424,861.44,-427066331,Unknown
111,438960344,864691134403437144,864691135358817112,2752,1387.744,379.952,855.5600000000001,-438960344,Unknown
112,424307337,864691135398994545,864691135358817112,1092,1341.064,338.832,841.52,-424307337,Unknown
113,409552776,864691135024439629,864691135358817112,1016,1322.792,378.296,775.44,-409552776,Unknown
114,450139882,864691133623545873,864691135358817112,5164,1410.016,411.72,852.24,-450139882,Unknown
115,433945695,864691135115753364,864691135358817112,784,1358.908,380.144,865.32,-433945695,Unknown
116,429731958,864691135152556180,864691135358817112,188,1360.056,410.064,825.28,-429731958,Unknown
117,417162683,864691133582537438,864691135358817112,8416,1332.424,367.912,773.32,-417162683,Unknown
118,423670426,864691135116514196,864691135358817112,996,1350.36,377.392,872.16,-423670426,Unknown
119,436559207,864691135505321262,864691135358817112,4384,1324.984,405.208,865.52,-436559207,Unknown
120,413033445,864691135676780003,864691135358817112,23476,1322.632,369.688,812.9200000000001,-413033445,Unknown
121,439157348,864691136769703022,864691135358817112,4116,1384.68,349.35200000000003,894.36,-439157348,Unknown
122,424915005,864691135124952677,864691135358817112,16036,1346.992,350.088,844.6800000000001,-424915005,Unknown
123,429731978,864691135592735987,864691135358817112,712,1360.192,411.352,824.88,-429731978,Unknown
124,405123227,864691134479454194,864691135358817112,5160,1304.792,348.072,794.28,-405123227,Unknown
125,417330296,864691136321628508,864691135358817112,1792,1327.6,372.296,784.36,-417330296,Unknown
126,425319436,864691135855826037,864691135358817112,16860,1357.024,352.032,818.12,-425319436,Unknown
127,413455345,864691135611739182,864691135358817112,5148,1322.248,406.376,863.6,-413455345,Unknown
128,411986388,864691134881475942,864691135358817112,15024,1320.34,365.712,897.5600000000001,-411986388,Unknown
129,425011154,864691136329584988,864691135358817112,7684,1347.448,375.2,843.28,-425011154,Unknown
130,423831333,864691135290722673,864691135358817112,11960,1350.776,392.136,790.24,-423831333,Unknown
131,427135959,864691135580346466,864691135358817112,6520,1357.208,378.216,858.9200000000001,-427135959,Unknown
132,429850457,864691135033328120,864691135358817112,20472,1365.528,413.416,835.76,-429850457,Unknown
133,430259266,864691135809070840,864691135358817112,4980,1369.388,337.224,884.6,-430259266,Unknown
134,416195192,864691135506285102,864691135358817112,3992,1332.112,390.168,879.2,-416195192,Unknown
135,434330411,864691135685453740,864691135358817112,5092,1364.48,394.36,919.0,-434330411,Unknown
136,451307859,864691134743595576,864691135358817112,1704,1412.376,399.136,848.96,-451307859,Unknown
137,444623104,864691134957288747,864691135358817112,15016,1406.296,396.248,854.08,-444623104,Unknown
138,423619236,864691136329585500,864691135358817112,31772,1351.416,372.248,848.08,-423619236,Unknown
139,425260165,864691135685091500,864691135358817112,2956,1353.448,392.016,816.24,-425260165,Unknown
140,423785667,864691135609621512,864691135358817112,16752,1344.896,408.856,888.12,-423785667,Unknown
141,404907797,864691135180381076,864691135358817112,24808,1294.368,358.176,794.6,-404907797,Unknown
142,434002247,864691135115772052,864691135358817112,15160,1368.312,382.256,876.0,-434002247,Unknown
143,429732321,864691135592849395,864691135358817112,1128,1362.568,406.44,828.04,-429732321,Unknown
144,424770907,864691135469146794,864691135358817112,3080,1343.456,405.036,888.6,-424770907,Unknown
145,412042757,864691135159469204,864691135358817112,7860,1323.044,369.512,886.28,-412042757,Unknown
146,433175133,864691135119564330,864691135358817112,5516,1366.064,391.048,902.4,-433175133,Unknown
147,431627477,864691135180492692,864691135358817112,316,1361.864,403.104,831.9200000000001,-431627477,Unknown
148,434201387,864691135909755787,864691135358817112,3228,1370.6,369.84,868.6,-434201387,Unknown
149,430875677,864691135606739683,864691135358817112,1716,1370.584,364.368,872.32,-430875677,Unknown
150,434000783,864691136329081180,864691135358817112,6100,1361.616,387.344,878.28,-434000783,Unknown
151,430473495,864691135612938798,864691135358817112,15616,1357.908,397.072,931.44,-430473495,Unknown
152,434201325,864691136333450332,864691135358817112,1408,1370.392,370.896,866.52,-434201325,Unknown
153,429548633,864691134819540143,864691135358817112,13084,1365.368,362.04,717.08,-429548633,Unknown
154,433946353,864691136323734108,864691135358817112,4516,1361.576,378.472,861.52,-433946353,Unknown
155,430459623,864691134853795753,864691135358817112,2576,1363.672,374.568,836.52,-430459623,Unknown
156,431502926,864691135592735731,864691135358817112,3068,1357.784,411.936,812.52,-431502926,Unknown
157,422912781,864691135683254956,864691135358817112,10520,1355.832,390.736,821.5600000000001,-422912781,Unknown
158,430473860,864691135609117939,864691135358817112,3180,1359.256,396.24,936.92,-430473860,Unknown
159,433820706,864691135611496238,864691135358817112,18532,1361.296,394.232,929.12,-433820706,Unknown
160,439157438,864691135165453460,864691135358817112,16480,1385.112,349.232,893.44,-439157438,Unknown
161,412922745,864691134765450935,864691135358817112,3436,1317.904,372.544,802.6,-412922745,Unknown
162,409550508,864691133738249119,864691135358817112,5304,1315.728,378.008,768.6,-409550508,Unknown
163,416198474,864691135164658324,864691135358817112,1344,1328.216,373.616,819.8000000000001,-416198474,Unknown
164,391526926,864691134700221830,864691135358817112,1936,1267.576,369.816,721.88,-391526926,Unknown
165,433947907,864691135610307043,864691135358817112,596,1367.888,386.44,868.84,-433947907,Unknown
166,425230286,864691135575103074,864691135358817112,5604,1351.48,391.528,805.64,-425230286,Unknown
167,424915072,864691135795622392,864691135358817112,2116,1347.16,351.344,844.28,-424915072,Unknown
168,444621241,864691136325678684,864691135358817112,4320,1397.8,391.088,854.84,-444621241,Unknown
169,412921616,864691135172402324,864691135358817112,11068,1311.912,362.488,798.9200000000001,-412921616,Unknown
170,438960337,864691135912060555,864691135358817112,2148,1387.588,388.464,852.4,-438960337,Unknown
171,423108782,864691135592642547,864691135358817112,31288,1355.184,425.176,819.36,-423108782,Unknown
172,418343514,864691136685334337,864691135358817112,7696,1335.952,374.528,880.48,-418343514,Unknown
173,431627774,864691135676680876,864691135358817112,32500,1363.648,389.616,835.5600000000001,-431627774,Unknown
174,425011788,864691135529599986,864691135358817112,10480,1350.664,375.872,848.76,-425011788,Unknown
175,433090658,864691135155872916,864691135358817112,1212,1369.672,390.136,894.6,-433090658,Unknown
176,432928974,864691135566446481,864691135358817112,1964,1366.016,386.664,846.08,-432928974,Unknown
177,436559584,864691136315272284,864691135358817112,6452,1326.432,399.252,864.76,-436559584,Unknown
178,391330462,864691133549624809,864691135358817112,2128,1265.6,367.96,714.84,-391330462,Unknown
179,433090139,864691135152481684,864691135358817112,4424,1367.2,390.736,898.4,-433090139,Unknown
180,447819909,864691136325848412,864691135358817112,8452,1392.156,384.04,855.44,-447819909,Unknown
181,417553875,864691135176077204,864691135358817112,2880,1339.256,370.288,837.2,-417553875,Unknown
182,423440786,864691133904997222,864691135358817112,1008,1352.944,367.952,850.04,-423440786,Unknown
183,427066470,864691135958337324,864691135358817112,45472,1353.5,377.848,868.2,-427066470,Unknown
184,433820664,864691135621072371,864691135358817112,29532,1361.232,393.536,921.88,-433820664,Unknown
185,423669806,864691135172219284,864691135358817112,3744,1347.824,376.128,872.24,-423669806,Unknown
186,443657708,864691134917146971,864691135358817112,2984,1394.408,383.536,860.76,-443657708,Unknown
187,423668610,864691135666157795,864691135358817112,1292,1342.72,377.288,877.9200000000001,-423668610,Unknown
188,437298657,864691135056605791,864691135358817112,752,1382.776,393.496,841.0,-437298657,Unknown
189,431180332,864691135580420706,864691135358817112,5364,1365.856,387.72,884.24,-431180332,Unknown
190,391853242,864691134747608843,864691135358817112,19252,1273.968,347.016,793.12,-391853242,Unknown
191,436559068,864691135044832845,864691135358817112,3124,1324.512,402.936,865.36,-436559068,Unknown
192,423668935,864691135172255892,864691135358817112,22520,1344.24,377.472,876.84,-423668935,Unknown
193,425319056,864691136330247260,864691135358817112,700,1355.352,349.024,814.2,-425319056,Unknown
194,434201460,864691135676099299,864691135358817112,1424,1370.888,367.776,868.16,-434201460,Unknown
195,432965544,864691135565872785,864691135358817112,2808,1363.04,380.248,858.72,-432965544,Unknown
196,439077727,864691135641451520,864691135358817112,4528,1377.992,388.116,859.84,-439077727,Unknown
197,420268537,864691133574282033,864691135358817112,20808,1326.648,391.608,896.84,-420268537,Unknown
198,432963176,864691136327658076,864691135358817112,50472,1358.008,376.84,853.08,-432963176,Unknown
199,434330396,864691135121676074,864691135358817112,2204,1364.4,393.232,916.52,-434330396,Unknown
200,429357314,864691135625175230,864691135358817112,1304,1372.904,335.98,917.96,-429357314,Unknown
201,416739208,864691134055189382,864691135358817112,12376,1339.448,364.232,747.96,-416739208,Unknown
202,432963240,864691135116517012,864691135358817112,2324,1358.04,377.32,856.96,-432963240,Unknown
203,409445517,864691132107721628,864691135358817112,628,1324.008,351.784,759.52,-409445517,Unknown
204,439993420,864691135622673379,864691135358817112,30880,1381.74,395.74,834.96,-439993420,Unknown
205,412854195,864691136321306972,864691135358817112,21748,1312.376,378.096,764.76,-412854195,Unknown
206,431627452,864691135617498099,864691135358817112,10796,1361.856,398.864,836.96,-431627452,Unknown
207,417994364,864691135154688404,864691135358817112,1684,1325.96,371.432,884.96,-417994364,Unknown
208,432516064,864691131895857965,864691135358817112,4084,1358.936,345.632,810.52,-432516064,Unknown
209,395919132,864691135181472478,864691135358817112,3088,1278.032,369.976,731.5600000000001,-395919132,Unknown
210,438959442,864691136308639324,864691135358817112,5432,1381.992,387.776,859.32,-438959442,Unknown
211,396105146,864691135161302954,864691135358817112,1536,1282.224,352.344,794.36,-396105146,Unknown
212,431419745,864691135672430252,864691135358817112,20484,1358.056,415.936,805.16,-431419745,Unknown
213,425260026,864691135039388493,864691135358817112,5880,1352.96,392.128,812.2,-425260026,Unknown
214,430876256,864691134766795702,864691135358817112,3548,1372.496,365.976,873.4,-430876256,Unknown
215,434001057,864691135151644564,864691135358817112,4408,1362.984,386.144,879.04,-434001057,Unknown
216,439077087,864691135995989365,864691135358817112,16948,1375.536,387.2,861.24,-439077087,Unknown
217,424914591,864691135180988210,864691135358817112,2780,1345.344,348.728,845.32,-424914591,Unknown
218,434139125,864691135033088504,864691135358817112,3220,1360.44,417.904,840.44,-434139125,Unknown
219,402655438,864691135192844819,864691135358817112,8320,1298.224,336.32800000000003,794.48,-402655438,Unknown
220,433176010,864691134069209349,864691135358817112,2796,1367.272,391.92,903.64,-433176010,Unknown
221,391851617,864691134746880523,864691135358817112,5952,1268.152,343.744,792.88,-391851617,Unknown
222,436559238,864691135731384212,864691135358817112,1872,1324.992,402.984,864.8000000000001,-436559238,Unknown
223,427064826,864691135473534890,864691135358817112,27304,1348.72,386.896,865.28,-427064826,Unknown
224,431447446,864691135466524747,864691135358817112,18644,1363.608,360.632,824.6800000000001,-431447446,Unknown
225,427064350,864691135648974819,864691135358817112,1180,1346.792,383.544,865.84,-427064350,Unknown
226,429373797,864691134820793775,864691135358817112,356,1370.552,360.888,714.36,-429373797,Unknown
227,416118467,864691135705922144,864691135358817112,23184,1328.824,368.628,792.16,-416118467,Unknown
228,441437154,864691135593829163,864691135358817112,8416,1381.064,410.14,782.64,-441437154,Unknown
229,441438123,864691136312243665,864691135358817112,41912,1384.248,409.872,787.24,-441438123,Unknown
230,436560383,864691135598450990,864691135358817112,1088,1329.456,400.448,865.0,-436560383,Unknown
231,417163306,864691135479475712,864691135358817112,3524,1333.328,365.272,769.64,-417163306,Unknown
232,417994709,864691135154935188,864691135358817112,1696,1327.056,370.832,883.9200000000001,-417994709,Unknown
233,437368420,864691134513313763,864691135358817112,2560,1386.04,390.216,856.8000000000001,-437368420,Unknown
234,434000959,864691135663812524,864691135358817112,12280,1362.832,387.12,876.48,-434000959,Unknown
235,438427874,864691134570485185,864691135358817112,260,1375.976,408.96,844.12,-438427874,Unknown
236,451307199,864691134920919899,864691135358817112,4132,1409.112,397.232,854.5600000000001,-451307199,Unknown
237,418352136,864691135123224933,864691135358817112,3992,1339.528,364.64,742.72,-418352136,Unknown
238,412922108,864691135966062268,864691135358817112,224,1314.648,366.4,804.08,-412922108,Unknown
239,423831655,864691135603851822,864691135358817112,1708,1351.712,392.0,793.48,-423831655,Unknown
240,444620706,864691136655939069,864691135358817112,11940,1395.0,394.672,850.0,-444620706,Unknown
241,454375769,864691135642947299,864691135358817112,3192,1415.24,422.44,849.96,-454375769,Unknown
242,450140121,864691136495040753,864691135358817112,3392,1411.184,412.256,852.76,-450140121,Unknown
243,431439342,864691135667493859,864691135358817112,15692,1366.936,389.752,846.9200000000001,-431439342,Unknown
244,432964693,864691135671161059,864691135358817112,5552,1361.264,379.288,857.6800000000001,-432964693,Unknown
245,425068915,864691135580154722,864691135358817112,4256,1354.544,422.648,840.76,-425068915,Unknown
246,429951719,864691136523471101,864691135358817112,3144,1365.48,339.184,799.2,-429951719,Unknown
247,429642059,864691135928562947,864691135358817112,41352,1358.756,393.98,877.48,-429642059,Unknown
248,412042259,864691135702605204,864691135358817112,31800,1321.672,369.84,887.8000000000001,-412042259,Unknown
249,429752272,864691135672745132,864691135358817112,7340,1366.808,421.312,776.64,-429752272,Unknown
250,412922330,864691136303966044,864691135358817112,2132,1315.816,365.368,800.0,-412922330,Unknown
251,430792339,864691135116466068,864691135358817112,2364,1366.96,332.772,890.52,-430792339,Unknown
252,418351769,864691135181985074,864691135358817112,1412,1338.288,364.632,742.72,-418351769,Unknown
253,430662172,864691135986964995,864691135358817112,1260,1359.528,424.568,823.72,-430662172,Unknown
254,423440444,864691135495051264,864691135358817112,3772,1351.784,359.16,849.36,-423440444,Unknown
255,436559443,864691135029653069,864691135358817112,1288,1325.776,401.368,864.48,-436559443,Unknown
256,429849596,864691135676746156,864691135358817112,3304,1360.76,406.536,828.8000000000001,-429849596,Unknown
257,437859277,864691135179269780,864691135358817112,22800,1374.488,361.748,879.72,-437859277,Unknown
258,432304580,864691134575573425,864691135358817112,17484,1367.752,329.536,932.6,-432304580,Unknown
259,422912236,864691134936958797,864691135358817112,5172,1353.648,390.688,819.04,-422912236,Unknown
260,427064630,864691135472563114,864691135358817112,180,1347.864,388.532,864.28,-427064630,Unknown
261,447974070,864691134068406219,864691135358817112,572,1403.524,379.548,846.36,-447974070,Unknown
262,422912810,864691135684613804,864691135358817112,11184,1356.016,389.664,819.72,-422912810,Unknown
263,431448064,864691134814876079,864691135358817112,18508,1363.896,359.296,827.9200000000001,-431448064,Unknown
264,431437503,864691134029546553,864691135358817112,4104,1362.976,395.76,841.52,-431437503,Unknown
265,405123781,864691133956361710,864691135358817112,3232,1306.584,342.25600000000003,791.76,-405123781,Unknown
266,432657528,864691136538451453,864691135358817112,3044,1361.872,340.76,803.28,-432657528,Unknown
267,430876190,864691135179756692,864691135358817112,21868,1372.384,369.904,870.9200000000001,-430876190,Unknown
268,444620291,864691135436622775,864691135358817112,5228,1392.92,391.856,852.76,-444620291,Unknown
269,437859431,864691134820560303,864691135358817112,8984,1375.0,357.904,882.8000000000001,-437859431,Unknown
270,434002526,864691135624127203,864691135358817112,1972,1369.432,384.688,869.9200000000001,-434002526,Unknown
271,433945456,864691135115753364,864691135358817112,2764,1358.008,381.48,863.76,-433945456,Unknown
272,430445357,864691135676933091,864691135358817112,1328,1361.344,365.776,833.24,-430445357,Unknown
273,431179856,864691133634397284,864691135358817112,19120,1363.848,386.144,885.48,-431179856,Unknown
274,410536935,864691135458416324,864691135358817112,5888,1313.784,358.248,796.8000000000001,-410536935,Unknown
275,437880549,864691135912252299,864691135358817112,17044,1384.616,405.064,800.52,-437880549,Unknown
276,409552564,864691133765516959,864691135358817112,916,1322.2,376.656,774.44,-409552564,Unknown
277,439157683,864691136333755484,864691135358817112,2700,1385.76,347.91200000000003,895.96,-439157683,Unknown
278,440588694,864691135207271273,864691135358817112,1856,1380.14,352.592,889.4,-440588694,Unknown
279,424774478,864691135173963156,864691135358817112,3236,1355.608,398.872,884.08,-424774478,Unknown
280,412923751,864691136002659786,864691135358817112,2584,1321.84,372.224,807.44,-412923751,Unknown
281,409550918,864691135138908820,864691135358817112,2900,1316.992,377.344,769.36,-409550918,Unknown
282,438369257,864691135121068074,864691135358817112,568,1374.928,394.968,859.6800000000001,-438369257,Unknown
283,429374353,864691135802025720,864691135358817112,3968,1372.56,359.576,712.2,-429374353,Unknown
284,440438858,864691135583455842,864691135358817112,8176,1386.208,405.712,790.0,-440438858,Unknown
285,422912250,864691136327645276,864691135358817112,1896,1353.56,390.144,819.08,-422912250,Unknown
286,439079895,864691134404127064,864691135358817112,3576,1386.384,383.656,860.04,-439079895,Unknown
287,436562453,864691135656580323,864691135358817112,2724,1338.088,390.288,863.9200000000001,-436562453,Unknown
288,432656911,864691134399884144,864691135358817112,20316,1359.544,342.584,804.16,-432656911,Unknown
289,447820507,864691134917146971,864691135358817112,4356,1394.56,385.168,856.08,-447820507,Unknown
290,440350159,864691136353454684,864691135358817112,7048,1386.512,406.352,798.5600000000001,-440350159,Unknown
291,430272186,864691134541914811,864691135358817112,7824,1371.136,355.016,882.96,-430272186,Unknown
292,429376198,864691134814436246,864691135358817112,3768,1363.08,356.32800000000003,825.0,-429376198,Unknown
293,424914923,864691135138503316,864691135358817112,26452,1346.72,355.344,842.72,-424914923,Unknown
294,440587946,864691135654728675,864691135358817112,4024,1377.92,353.48,888.44,-440587946,Unknown
295,420268216,864691135505373742,864691135358817112,21848,1325.52,393.456,891.8000000000001,-420268216,Unknown
296,454375886,864691135532144820,864691135358817112,26372,1415.96,423.408,852.0,-454375886,Unknown
