Unnamed: 0,cell_type,pt_root_id,pt_x,pt_y,pt_z
16607,4P,864691135884200560,164592,152368,20313
16608,4P,864691135462744733,169440,158128,20266
16609,4P,864691135952251939,177408,157968,21002
16610,23P,864691135478600134,171152,151280,19764
16611,4P,864691135292204470,175280,151904,19981
16612,23P,864691135386640001,167408,144720,21597
16613,4P,864691136757481838,166128,156512,21852
16614,4P,864691135725634623,167936,150736,21632
16615,23P,864691135974438255,168016,144272,21835
16616,23P,864691135576973829,168784,147648,21524
16617,4P,864691135855777838,180064,154512,18785
16618,4P,864691135358807384,171952,157568,21637
16619,23P,864691135969037157,165456,145344,19584
16620,23P,864691135576996357,175312,148544,21082
16621,4P,864691135736917636,176864,156672,21511
16622,23P,864691135445586322,178128,147168,21609
16623,4P,864691135491198047,179456,149584,21162
16624,4P,864691135616011881,170160,157328,19578
16625,4P,864691135715358746,173904,150624,19647
16626,23P,864691135428579376,166880,145312,21346
16627,4P,864691135373876297,163952,154128,22341
16628,4P,864691136329072618,179664,154192,20456
16629,4P,864691136296910107,172368,152208,20778
16631,4P,864691135937356548,167648,148656,20455
16632,4P,864691135383092203,176432,151184,18930
16633,4P,864691135609718535,167904,154656,21266
16634,23P,864691135491202143,178304,128000,17334
16635,23P,864691135589915915,179216,139280,17497
16636,23P,864691136209119932,179472,141328,17563
16637,23P,864691136309677914,179488,127088,17878
16638,23P,864691135132646816,164224,133024,18058
16639,23P,864691135730163129,164224,133280,18313
16640,23P,864691135737574769,170816,134544,19579
16641,23P,864691135576542404,165888,127472,18625
16642,23P,864691136681897582,166288,128032,18158
16643,23P,864691135501916765,166208,132784,18638
16644,23P,864691135345089266,167088,143184,18305
16646,23P,864691136004710602,168384,141680,18284
16647,23P,864691135864051838,169584,139392,18199
16648,23P,864691136813494382,170144,136960,18574
16649,23P,864691135952014371,171088,128048,18622
16650,23P,864691135358848856,174400,132048,18129
16651,23P,864691135575130820,174624,133184,18320
16652,23P,864691135578304964,174656,141376,18596
16653,23P,864691136723538941,175120,137168,18093
16654,23P,864691136594493602,175648,141856,18461
16655,23P,864691135446596180,176336,132336,18537
16656,23P,864691135715211546,177872,139360,18424
16657,23P,864691135462699582,177920,137136,18077
16658,23P,864691135761498422,179232,128000,18718
16659,23P,864691135941126260,179776,135776,17980
16660,23P,864691135777108925,163856,127600,19054
16661,23P,864691135341058757,164960,138320,18943
16662,23P,864691136309682266,165312,141616,18797
16663,23P,864691136084036460,165840,135296,18902
16664,23P,864691135864233854,177760,142080,19742
16665,23P,864691135593501483,168400,136512,18800
16666,23P,864691135274058469,171200,129088,19306
16667,23P,864691136482919724,174016,135504,19148
16669,23P,864691135440465992,176768,136480,19033
16670,23P,864691136723533309,176896,135184,19215
16671,23P,864691135593731371,174192,109776,23456
16672,23P,864691135700277371,177456,142128,19040
16673,23P,864691135616094313,165904,133088,19177
16674,23P,864691136134651787,172176,137792,18977
16675,4P,864691135407514057,175328,159536,19193
16677,4P,864691135909919145,179136,152704,21579
16678,23P,864691135386704513,179504,136928,18236
16680,4P,864691135740496491,165312,153472,21378
16681,4P,864691136041383766,171744,150144,21818
16682,4P,864691136973936924,169536,154544,21652
16683,23P,864691136286804931,170192,147984,21335
16684,4P,864691136273965325,171728,159968,21088
16685,4P,864691135394253045,175328,159648,21658
16686,4P,864691136672961927,175328,160160,21416
16687,4P,864691136451318527,170256,159232,21558
16688,23P,864691136056670680,178864,158048,19913
16689,23P,864691135715538202,169872,143088,18663
16690,4P,864691136388973328,160048,167824,19472
16691,4P,864691135373777608,164000,153168,21074
16694,23P,864691135988667136,171104,137408,19347
16695,23P,864691135323236252,170512,140528,19181
16696,23P,864691135785706436,172144,131392,18658
16697,23P,864691136390719871,168400,132256,19414
16698,23P,864691135700636027,175296,134928,18535
16699,4P,864691136084494188,175696,151728,21157
16700,4P,864691136418898583,180016,157312,21177
16701,23P,864691136952174559,166448,139440,19276
16702,23P,864691135474998848,173008,130992,18295
16703,23P,864691136266764276,164784,144336,21893
16704,23P,864691135293190924,166800,133856,18132
16705,23P,864691135547958468,179232,127440,18983
16706,23P,864691135403718126,164096,130224,19869
16707,23P,864691135748569129,164272,132864,20131
16708,23P,864691135407382985,167216,142816,18896
16709,23P,864691136116148132,166128,131824,19591
16710,23P,864691135761495606,165920,143216,20262
16711,23P,864691136443751811,166688,137920,19639
16712,23P,864691136922778852,166880,134096,19636
16713,23P,864691135730175417,167696,140400,19811
16714,23P,864691135776664928,167920,141184,19995
16715,23P,864691135526054747,167952,131904,20172
16716,23P,864691135686885856,169600,137904,19798
16717,23P,864691136116354468,174144,129328,18599
16718,23P,864691135155505764,169664,140624,19599
16719,23P,864691135724193707,171344,143168,19908
16720,23P,864691136815511662,177728,136672,19829
16721,23P,864691135909728169,178448,140080,19566
16722,23P,864691136521561233,178720,132192,20263
16723,23P,864691136175063302,179376,132576,19957
16724,23P,864691135617774991,165904,143552,20701
16725,23P,864691136617319643,169968,134176,20009
16726,23P,864691135718605361,169584,129200,19813
16727,23P,864691135696077466,173568,137584,18649
16728,23P,864691135715363610,163936,137328,20702
16729,5P-IT,864691135510648528,262560,173408,26227
16730,23P,864691135855868462,177088,131392,19246
16731,23P,864691135785513412,170320,132992,20225
16732,23P,864691135380380658,167280,132368,20403
16733,23P,864691135510488784,167744,138432,21035
16734,23P,864691135467580044,173808,127488,20965
16735,23P,864691135771819083,176272,133792,20486
16736,23P,864691135474596928,177200,136960,21048
16737,23P,864691135864754396,165216,134032,21318
16738,23P,864691135754592978,165168,139744,21781
16739,23P,864691136123672614,167552,136480,21144
16740,23P,864691135497750291,170080,134848,21253
16741,23P,864691135560494305,170928,142608,21356
16742,23P,864691135367254777,163776,133504,24045
16743,23P,864691136020517624,168592,141392,21692
16744,23P,864691136443721603,165040,141872,22520
16745,23P,864691136436358814,165440,127488,22038
16746,23P,864691135699242274,166416,134480,21982
16747,23P,864691135573814980,166896,133264,22363
16748,23P,864691135501539906,168000,137392,22547
16749,23P,864691136989925525,168592,129152,22218
16750,23P,864691135293126156,174944,137648,21113
16751,23P,864691136194177000,172304,139008,21894
16752,23P,864691135345425311,170816,127856,21691
16753,23P,864691136031894203,229696,117792,18700
16754,23P,864691136922841316,179120,138848,22570
16755,23P,864691135737487729,164272,142864,22809
16756,23P,864691135373737289,164736,129424,22632
16757,23P,864691135644681711,165728,141584,22736
16758,23P,864691135497798931,173456,130208,22133
16759,23P,864691135697356053,167696,141408,23335
16760,23P,864691135946690401,168816,139776,23292
16761,23P,864691136175064326,169984,129024,23063
16762,4P,864691136329168106,167504,158448,16341
16763,23P,864691136740679260,176512,128672,23195
16764,23P,864691135293236492,170416,130624,19603
16765,23P,864691135737049220,178080,140368,19303
16766,23P,864691135807532829,176000,138896,20458
16767,23P,864691136329193962,179040,128176,19765
16768,23P,864691135104217933,167072,129104,20335
16769,23P,864691135952194851,178400,143248,21238
16770,23P,864691134947697916,175328,127936,22400
16771,23P,864691135776101037,169152,135136,22028
16772,23P,864691135776102829,173312,138688,20501
16773,23P,864691136911939057,175856,131472,20407
16774,23P,864691136236956943,172352,139920,21312
16775,23P,864691136911939569,176464,133552,22445
16776,23P,864691135975798083,168992,133520,20745
16777,23P,864691136379084757,177680,141296,21464
16778,23P,864691135975821123,170192,133552,21447
16779,23P,864691136312095805,173632,133776,21477
16780,23P,864691135926597332,166608,136672,22299
16781,23P,864691135614358731,166528,128656,22807
16782,23P,864691135517731466,164672,130784,20759
16783,23P,864691136109189816,165392,129152,19721
16784,23P,864691135660746224,163872,139072,22061
16785,23P,864691136487237650,175824,138672,20051
16786,23P,864691135772036603,171712,128336,22290
16787,23P,864691136011261347,165360,136368,20298
16788,23P,864691135974771311,176496,130320,19816
16789,23P,864691135975861315,179264,138560,18998
16790,23P,864691136237827388,176688,140640,20286
16791,23P,864691136065836696,177328,136432,22430
16792,23P,864691136602130129,172944,142032,20549
16793,23P,864691135837578387,169328,130912,22110
16794,23P,864691135718798641,171248,137712,21493
16795,23P,864691135654467522,173696,131472,20938
16796,23P,864691135699572258,171888,132064,21298
16797,23P,864691135865014748,169888,143056,20600
16798,23P,864691135303516327,174704,133952,20114
16799,23P,864691135593897003,178320,131264,22063
16800,23P,864691135736923524,171152,141232,23056
16801,23P,864691135761500982,172464,132688,23065
16802,23P,864691136361628642,165040,130000,21315
16803,23P,864691135864069758,174352,131552,23189
16804,23P,864691134988381818,176784,138112,23373
16805,23P,864691135415469498,178240,143104,22660
16806,23P,864691135081628919,178800,135664,23032
16807,23P,864691136422831919,178544,137648,23376
16808,23P,864691135348310743,163648,142400,23939
16809,23P,864691135952028451,166544,141264,23807
16810,23P,864691136443752579,166752,134736,23666
16811,23P,864691136333755059,167168,132848,23939
16812,23P,864691135975564867,167680,128160,23996
16813,23P,864691135382620122,179840,132976,21342
16814,23P,864691135394158069,173600,136784,22464
16815,23P,864691135785513668,171920,140624,20945
16816,23P,864691134884892666,179504,134464,22207
16817,23P,864691136194297420,169392,141552,23708
16818,23P,864691136740401756,171888,131376,23956
16819,23P,864691137019542382,172208,142800,24108
16820,23P,864691136699802734,173072,127520,24121
16821,23P,864691135577854148,175280,141040,23637
16822,23P,864691135386354049,174944,142816,23769
16823,23P,864691135463528261,175664,139696,23846
16824,23P,864691135952028963,175728,136496,23850
16825,23P,864691135472034098,176080,129792,23572
16826,23P,864691135609433863,176928,140304,23491
16827,23P,864691135617719695,179744,140368,23709
16828,23P,864691135212718464,165456,132416,24545
16829,23P,864691135807358493,165760,131376,24323
16830,23P,864691135269683109,166016,141952,24750
16831,23P,864691135373705033,166352,140272,24524
16832,23P,864691135686880224,166752,140256,24222
16833,23P,864691135697365781,169552,133216,24658
16834,23P,864691135474832960,164384,128576,24604
16835,23P,864691135213032248,170816,131856,24157
16836,23P,864691135491198303,171872,141280,24266
16837,23P,864691136922718948,172368,133824,24267
16838,23P,864691135873603726,172496,142048,24791
16839,23P,864691135440454984,174368,136736,24383
16840,23P,864691135341033669,174576,133584,24164
16841,23P,864691135730167481,175760,141728,24862
16842,23P,864691134917380362,176784,138080,24541
16843,23P,864691136418645399,177392,141856,24375
16844,23P,864691136004725706,178160,127888,24424
16845,23P,864691135517377162,178432,138048,24702
16846,23P,864691136056313560,179184,132320,24351
16847,23P,864691135348255447,179808,128736,24905
16848,23P,864691135181711874,166944,138848,25630
16849,23P,864691135256134319,166800,137584,24945
16850,23P,864691136226959953,168752,134960,25437
16851,23P,864691136577482004,170576,130000,25571
16852,23P,864691136099768949,172272,131840,25388
16853,23P,864691135771670859,172624,134400,25325
16854,23P,864691136039345150,174176,139088,25211
16855,23P,864691136039343358,174560,130032,25333
16856,23P,864691136965844174,180272,129072,25655
16857,23P,864691136333824179,165024,142144,25765
16858,23P,864691135354887631,164896,130832,25823
16859,23P,864691135568888198,166592,128336,26184
16860,23P,864691135777098685,166912,136352,26114
16861,23P,864691135337693926,167440,129568,26066
16862,23P,864691135396368673,169248,141760,25771
16864,23P,864691136020234488,171360,130416,25922
16865,23P,864691136577734676,167552,136160,24030
16866,23P,864691135502084701,166288,138000,26269
16867,23P,864691136175368966,174496,133136,22519
16868,23P,864691135937731381,172112,136288,25758
16869,23P,864691135725770047,167472,142848,20960
16871,23P,864691135975789891,172864,133024,21760
16872,23P,864691135799984994,170768,140560,22693
16873,23P,864691135367452665,171552,141488,25346
16874,23P,864691135660721648,178000,132432,22862
16877,23P,864691136237801276,166128,140208,23525
16879,23P,864691136418910359,178224,140688,22792
16881,23P,864691135941485172,163648,137632,21776
16882,23P,864691135367487481,179312,133440,23840
16883,23P,864691135660757488,173376,130752,20700
16884,23P,864691135737841265,177696,139408,21660
16885,23P,864691136418899095,169728,137648,20522
16886,23P,864691136194542056,175696,136192,21990
16887,23P,864691136118805016,177472,129488,22985
16888,23P,864691135502194269,172352,135792,22740
16889,23P,864691135155935076,173040,138944,23218
16890,23P,864691135580803012,174432,128208,25909
16891,23P,864691135837184915,176256,129872,25769
16892,23P,864691136378958037,174832,132096,26007
16893,23P,864691135946639457,179488,130896,25752
16894,23P,864691135937338165,180240,137424,25740
16895,23P,864691136989921941,179968,135280,26260
16896,23P,864691135564537111,179920,126592,25999
16897,23P,864691137053750646,175584,129296,24707
16898,23P,864691135939724454,173648,130576,24092
16900,23P,864691136065215896,167392,131424,26615
16902,23P,864691135761784886,175008,129856,26167
16904,23P,864691135462510237,174304,138512,25988
16905,23P,864691135866811926,92960,141888,18416
16906,23P,864691135988549632,171904,130512,24785
16907,23P,864691134988722810,176688,134224,25805
16909,23P,864691136740654172,170288,139568,24695
16910,23P,864691135782676787,180144,128656,23669
16911,23P,864691136965759182,173712,136832,26541
16912,23P,864691136911627249,174192,131440,26631
